X,Y,OBJECTID,PNT_GIS_ID,NAME,ORG_NAME,CATEGORY,POSTAL_CODE,PHONE_NO,PHONE_EXT,MAIN_INTERSECTION,TYPE,SUBSIDIZED,CWELCC,PROVIDDISP,FULL_ADDRESS,UNIT_NUMBER,COMMUNITY,MUNICIPALITY
641910.719,4858331.0,312,18705,Legacy YMCA Child Care,YMCA of Greater Toronto,Child Care Centre,L3S 4B1,(905) 910-9628,,Ninth Line & Highway 407,Centre Based Child Care,Yes,Yes,LEGAC01,61 Russell Jarvis Drive,,Markham,Markham
620597.563,4850589.5,313,200870,Les Fanfans Daycare,Les Fanfans Daycare LTD.,Child Care Centre,L4K 2A1,(905) 597-5010,,Keele & Highway 7,Centre Based Child Care,Yes,Yes,LES F02,8B - 7700 Keele Street,,Concord,Vaughan
625532.75,4881614.5,314,162867,Leslie Street Day Care Centre,1437947 Ontario Limited,Child Care Centre,L3Y 7B8,(905) 853-1074,,Leslie Street/Davis,Centre Based Child Care,Yes,Yes,LESLI01,"1111 Stellar Drive ,",Unit 9,Newmarket,Newmarket
623058.6991,4873791.2357,315,157548,Lester B. Pearson Children's Academy,York Professional Care & Education Inc.,Child Care Centre,L4G 3T3,(905) 727-0450,,Mark St/Yonge St,Centre Based Child Care,Yes,Yes,LESTE03,15 Odin Crescent,,Aurora,Aurora
605905.0524,4873384.5639,316,422612,Let Them Be Little Childcare Centre,Let Them Be Little Childcare Centre Ltd.,Child Care Centre,L0G 1T0,(905) 939-9181,,,Centre Based Child Care,Yes,Yes,LET T01,50 Doctor Kay Drive ,Unit A1,Schomberg,King
621513.8958,4869816.3501,317,175948,Light of Christ Child Care Centre,"McClellan Community Child Care, Inc.",Child Care Centre,L4G 6P3,(905) 841-7742,,Bathurst Street & McClellan Way,Centre Based Child Care,Yes,Yes,LIGHT01,290 McClellan Way,,Aurora,Aurora
631076.679,4859525.177,318,319113,Upper Canada Child Care at Lincoln Alexander PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6C 2H4,(905) 927-9405,,Highway 7 & Woodbine Avenue,Centre Based Child Care,Yes,Yes,UPPER26,38 Hillmount Road,,Markham,Markham
622562.3269,4897663.2792,319,129426,The Little Red School House,1286909 Ontario Limited,Child Care Centre,L4P 2B8,(905) 476-5508,,Queensway South & Bessborough Street,Centre Based Child Care,Yes,Yes,THE L04,325 The Queensway South,,Keswick,Georgina
621174.75,4854420.501,320,130968,Little Hands At Play Daycare Centre,Little Hands At Play Daycare Centre Limited,Child Care Centre,L4K 0A8,(905) 761-1227,,Bathurst Street & Rutherford Road,Centre Based Child Care,Yes,Yes,LITTL14,411 Confederation Parkway ,Unit 16,Vaughan,Vaughan
641736.7123,4862504.0699,321,34844,Upper Canada Child Care at Little Rouge PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6B 1E8,(905) 202-1596,,16th Avenue & Ninth Line,Centre Based Child Care,Yes,Yes,UPPER27,571 Country Glen Road,,Markham,Markham
609758.8894,4855413.3891,322,352986,Little Angels Montessori School,Little Angels Montessori School Inc.,Child Care Centre,L0J 1C0,(905) 893-0389,,Highway 27 & Nashville Road,Centre Based Child Care,Yes,No,LITTL09,180 Nashville Road,,Kleinburg,Vaughan
639283.4413,4861701.4356,323,367724,Little Steps Early Learning and Child Care Centre,2262892 Ont Ltd.,Child Care Centre,L6E 0N1,(905) 472-5437,,16th Ave/Markham Road,Centre Based Child Care,Yes,Yes,LITTL12,9418 Markham Road ,Unit 9,Markham,Markham
626553.125,4860227.0,324,95874,Little Valley Montessori,Little Valley Montessori Inc.,Child Care Centre,L4C 2R5,(416) 833-0272,,Major Mac/Bayview,Centre Based Child Care,Yes,No,LITTL15,333 Crosby Avenue,,Richmond Hill,Richmond Hill
632834.7117,4856841.8219,325,391911,Little Miracles Child Care and Learning Centre,Little Miracles Child Care & Learning Centre,Child Care Centre,L3R 5N9,(416) 800-8880,,Highway 7 & Rodick Road,Centre Based Child Care,Yes,Yes,LITTL23,3300 Highway 7 East,,Markham,Markham
621519.1004,4880763.012,326,336995,Little Einstein Day Care Centre,Little Einstein Day Care Centre Ltd.,Child Care Centre,L9H 0H9,(647) 417-1137,,Green Lane & Yonge,Centre Based Child Care,Yes,Yes,LITTL25,18183 Yonge Street ,Unit 2,East Gwillimbury,East Gwillimbury
626601.183,4851970.223,327,278110,Little Angels Early Learning Centre,St. Gabriel Child Care Centre of Woodbridge,Child Care Centre,L4J 2K7,(905) 731-2927,,Yonge Street & Centre Street,Centre Based Child Care,Yes,No,LITTL29,1 Brooke Street,,Thornhill,Vaughan
610916.6583,4853053.5946,328,214551,Lorna Jackson YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L4H 1R1,(647) 921-4265,,John Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,LORNA02,589 Napa Valley Avenue,,Woodbridge,Vaughan
640598.8107,4861688.0712,329,1569,Love n' Learn Childcare,Love N' Learn Childcare Inc.,Child Care Centre,L3P 5X4,(905) 201-4000,,16th Avenue & Ninth Line,Centre Based Child Care,Yes,Yes,LOVE 01,1 Mintleaf Gate ,Unit 1-3,Markham,Markham
625062.1155,4861977.1216,330,86743,Loyal True Blue and Orange Home,Loyal True Blue and Orange Home,Child Care Centre,L4S 1L2,(905) 737-1011 ,Ext.234,Yonge Street & Elgin Mills Road,Centre Based Child Care,Yes,Yes,LOYAL01,11181 Yonge Street,,Richmond Hill,Richmond Hill
624656.688,4860676.25,331,93316,Lullaboo Nursery And Childcare Center Elgin Mills,Lullaboo Nursery And Childcare Center Inc.,Child Care Centre,L4C 4M2,(905) 884-1501,,Yonge Street & Elgin Mills Road,Centre Based Child Care,Yes,Yes,LULLA16,180 Elgin Mills Road West,,Richmond Hill,Richmond Hill
621714.07,4857843.718,332,338989,Lullaboo Nursery and Child Care Centre - Maple,2251371 Ontario Inc.,Child Care Centre,L6A 4H6,(905) 585-9509,,Major Mackenzie Drive & Dufferin Street,Centre Based Child Care,Yes,Yes,LULLA19,"1410 Major Mackenzie Drive West , C15",,Vaughan,Vaughan
627024.1424,4874498.7716,333,336826,Lullaboo Aurora,Lullaboo Aurora Inc.,Child Care Centre,L4C 0H5,(905) 713-5705,,Wellington Road & Leslie Street,Centre Based Child Care,Yes,Yes,LULLA20,16 First Commerce Drive,,Aurora,Aurora
618070.1189,4857864.0802,334,201354,Upper Canada Child Care at Mackenzie Glen PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L6A 2M4,(905) 832-7290,,Major Mackenzie Drive/Jane,Centre Based Child Care,Yes,Yes,UPPER28,575 Melville Avenue,,Maple,Vaughan
638497.0758,4855686.1996,335,10900,Macklin House Daycare Centre,Macklin House Daycare Centre Inc.,Child Care Centre,L3S 2P9,(905) 472-6201,,McCowan Road & Denison Street,Centre Based Child Care,Yes,Yes,MACKL01,2501 Denison Street,,Markham,Markham
638815.281,4856176.0,336,842,Macklin House Kidzone - Coppard Glen,Macklin House Daycare Centre Inc.,Child Care Centre,L3S 2T5,(905) 472-6201,,Coppard Avenue & Dension Street,Centre Based Child Care,Yes,Yes,MACKL02,131 Coppard Avenue,,Markham,Markham
626738.0983,4852098.4509,337,224819,Macklin House Kidzone-Thornhill Public School,Macklin House Daycare Centre Inc.,Child Care Centre,L4J 1V8,(905) 472-6201,,Yonge Street & Arnold,Centre Based Child Care,Yes,Yes,MACKL11,7554 Yonge Street,,Thornhill,Vaughan
624808.8296,4859866.2226,338,98190,Macklin House Kidzone - O.M. Mackillop,Macklin House Daycare Centre Inc.,Child Care Centre,L4C 4P7,(905) 472-6201,,Yonge Street /Elgin Mills Road,Centre Based Child Care,Yes,Yes,MACKL05,206 Lucas Street,,Richmond Hill,Richmond Hill
640378.9224,4863257.639,339,354703,Macklin House Kidzone - Sam Chapman,Macklin House Daycare Centre Inc.,Child Care Centre,L6E 2G1,(905) 472-6201,,Markham Road/ Major MacKenzie Drive,Centre Based Child Care,Yes,Yes,MACKL07,270 Alfred Paterson Drive,,Markham,Markham
620714.047,4856892.8353,340,390131,Macklin House KidZone-Romeo Dallaire,Macklin House Daycare Centre Inc.,Child Care Centre,L6A 0S1,(905) 472-6201,,Major MacKenzie Drive &Bathurst,Centre Based Child Care,Yes,Yes,MACKL08,550 Peter Rupert Avenue,,Maple,Vaughan
628475.4236,4856090.071,341,114824,Macklin House Kidzone - Adrienne Clarkson,Macklin House Daycare Centre Inc.,Child Care Centre,L4B 1X3,(905) 472-6201,,Bayview & 16th Avenue,Centre Based Child Care,Yes,Yes,MACKL03,68 Queens College Drive,,Richmond Hill,Richmond Hill
623972.688,4864590.75,342,81947,Upper Canada Child Care at MacLeod's Landing PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4E 4Z1,(905) 398-6599,,Yonge/Elgin Mills,Centre Based Child Care,Yes,Yes,UPPER29,195 Silver Maple Road,,Richmond Hill,Richmond Hill
620306.8835,4877211.1829,343,176786,Magic Balloon Child Care,Magic Balloon Child Care Centre Inc.,Child Care Centre,L3X 1V5,(905) 836-5126,,Bathurst Street & Mulock Drive,Centre Based Child Care,Yes,Yes,MAGIC02,480 Keith Avenue,,Newmarket,Newmarket
622978.0861,4872844.4597,344,185607,Magic Tree Childcare,Magic Tree Childcare Inc.,Child Care Centre,L4G 1G6,(416) 358-8481,,,Centre Based Child Care,No,Yes,MAGIC03,16 Mosley Street,,Aurora,Aurora
619561.688,4856596.5,345,154291,Maple Preschool,Maple Preschool Inc.,Child Care Centre,L7B 1G1,(905) 833-7373,,Keele Street & King Road,Centre Based Child Care,Yes,No,MAPLE02,13121 Keele Street,,King City,King
619517.614,4857239.1739,346,186926,Maple Children's Montessori School,Maple Children's Montessori School Inc.,Child Care Centre,L6A 3Y9,(905) 832-6665,,Keele Street & Major MacKenzie Drive,Centre Based Child Care,Yes,No,MAPLE12,10175 Keele Street ,Unit 9,Maple,Vaughan
633097.808,4858916.347,347,23986,Maple Seed Montessori and Child Care,Littlefoot Private Home Daycare Inc.,Child Care Centre,L3R 8X4,(905) 604-5437,,16th Avenue & Warden Avenue,Centre Based Child Care,Yes,Yes,MAPLE14,50 Lockridge Avenue ,Units 2-5,Markham,Markham
619517.614,4857239.1739,348,186926,Maple Child Care Centre Inc.,Maple Child Care Centre Inc.,Child Care Centre,L6A 3Y9,(905) 832-3218,,Keele Street & Major MacKenzie Drive,Centre Based Child Care,Yes,Yes,MAPLE16,8 - 10175 Keele Street,,Maple,Vaughan
622550.9688,4879828.1732,349,232881,Maple Leaf Public School,Social Enterprise for Canada,Child Care Centre,L3Y 2Y7,(905) 868-4362,,Davis Drive and Main Street,Centre Based Child Care,Yes,Yes,MAPLE17,155 Longford Drive,,Newmarket,Newmarket
639085.406,4861192.0,350,9094,Marander Montessori School,Marander Montessori School Inc.,Child Care Centre,L3P 3J3,(905) 471-7118,,Markham Road & 16th Avenue,Centre Based Child Care,Yes,No,MARAN01,5906 16th Avenue,,Markham,Markham
613179.7908,4849037.5666,351,366422,Market Lane Early Learning Centre,Maghra Inc.,Child Care Centre,L4L 4K9,(905) 265-7285,,Islington Ave and Woodbridge Ave.,Centre Based Child Care,Yes,Yes,MARKE03,Block A and B 140 Woodbridge Avenue,,Woodbridge,Vaughan
639522.3327,4861343.12,352,68595,Markham Montessori School,1043282 Ontario Inc.,Child Care Centre,L3P 2B2,(905) 294-3373,,16th Avenue & Main Street Markham North,Centre Based Child Care,No,No,MARKH07,6007 16th Avenue,,Markham,Markham
639870.719,4856071.0,353,6250,Markham Gateway Kid's Club,York Professional Care & Education Inc.,Child Care Centre,L3S 3X3,(905) 709-3484,,Denison Street & Markham Road,Centre Based Child Care,Yes,Yes,MARKH08,30 Fonda Road,,Markham,Markham
637416.623,4859676.38,354,294104,Markville Child Care Centre,Family Day Care Services,Child Care Centre,L3P 7P5,(905) 474-1392,,Highway 7 & McCowan Road,Centre Based Child Care,Yes,Yes,MARKV01,1000 Carlton Road,,Markham,Markham
630653.3405,4860535.962,355,336309,Mastermind Montessori Schools,Mastermind Montessori Schools,Child Care Centre,L6C 0G6,(905) 888-8488,,Major Mackenzie Drive & Highway 404,Centre Based Child Care,No,No,MASTE01,735 Markland Street,,Markham,Markham
624313.1945,4875211.4899,356,209040,Aspen Grove Montessori School,2463566 Ontario Inc.,Child Care Centre,L4G 7Y3,(905) 841-1888,,Wellington Street & Byview Avenue,Centre Based Child Care,No,No,ASPEN01,"233 Earl Stewart Drive, ",Unit 1-5,Aurora,Aurora
624948.438,4879831.0,357,251556,Mazo De La Roche Junior Y,YMCA of Greater Toronto,Child Care Centre,L3Y 2E2,(905) 836-9342,,Leslie Street & Davis Drive,Centre Based Child Care,Yes,Yes,MAZO 03,860 Arnold Crescent,,Newmarket,Newmarket
638350.8213,4856684.5831,358,68710,McGivney Early Learning Centre,,Child Care Centre,L3S 3K8,(905) 471-8180,,14th Avenue & McCowan Road,Centre Based Child Care,Yes,Yes,MCGIV02,5300 14th Avenue,,Markham,Markham
624090.8423,4880744.0811,359,167346,Upper Canada Child Care at Meadowbrook PS,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L3Y 3L5,(905) 836-0791,,Main Street North & Davis Drive,Centre Based Child Care,Yes,Yes,UPPER30,233 Patterson Street,,Newmarket,Newmarket
617937.171,4856853.8219,360,177534,Michael Cranny Public School,,Child Care Centre,L6A 1Y9,(905) 265-7458,,Major Mackenzie Drive & Melville Avenue,Centre Based Child Care,Yes,Yes,MICHA01,155 Melville Avenue,,Vaughan,Vaughan
635150.2375,4854036.8064,361,65060,Milliken Mills School-Age Child Care,High Birch Childcare & Learning Centre Inc.,Child Care Centre,L3R 3J3,(905) 479-9831,,Birchmount Road & Denison Avenue,Centre Based Child Care,Yes,Yes,MILLI01,289 Risebrough Circuit,,Markham,Markham
637983.8459,4858147.0145,362,407666,EarlyON Milne Dam Conservation Park,,EarlyON Program,L3P 3J3,,,,Centre Based Child Care,No,No,EARL113,8251 McCowan Road,,Markham,Markham
635714.156,4860893.0,363,123,Mindtech Montessori School - North Campus,Mindtech Academic Schools Inc.,Child Care Centre,L3P 3J3,(905) 640-5333,,Markham Road and Elgin Mills,Centre Based Child Care,Yes,No,MINDT03,1 Dickson Hill Road,,Markham,Markham
624906.0,4856322.5,364,113654,Mini-Skool 'A Child's Place' Inc.,"Mini-Skool ""A Child's Place"" Inc.",Child Care Centre,L4C 6B9,(905) 881-0710,,Carville and Avenue Rd,Centre Based Child Care,Yes,Yes,MINI-04,54 Avenue Road,,Richmond Hill,Richmond Hill
625522.1939,4855707.0384,365,117335,Mini-Skool Before & After School Program - Charles,"Mini-Skool ""A Child's Place"" Inc.",Child Care Centre,L4C 6T7,(905) 881-0710,,Yonge Street & Westwood Lane,Centre Based Child Care,Yes,Yes,MINI-05,30 Pearson Avenue,,Richmond Hill,Richmond Hill
610076.984,4855259.2599,366,266564,Montessori School in Kleinburg,Montessori School in Kleinburg Inc.,Child Care Centre,L0J 1C0,(905) 893-0560,,Highway 27 & Nashville Road,Centre Based Child Care,No,No,MONTE01,10515 Highway 27,,Kleinburg,Vaughan
621605.6504,4856875.0637,367,339335,Montessori School House Maple,Montessori School House Inc.,Child Care Centre,L6A 4L6,(905) 303-0011,,Dufferin Street/Major Mac,Centre Based Child Care,Yes,Yes,MONTE04,9730 Dufferin Street ,Unit 6,Maple,Vaughan
636023.0504,4857893.6032,368,38299,Montessori North School,Anahita Enterprises Inc.,Child Care Centre,L3R 1M4,(416) 953-0391,,Hwy 7 & Main Street Unionville,Centre Based Child Care,Yes,Yes,MONTE09,4561 Highway 7 East,,Markham,Markham
618774.5,4856389.78,369,345434,Mother of Carmel Child Care Centre,Sisters of Our Lady of Mount Carmel (Canada),Child Care Centre,L6A 1C6,(905) 303-1000,,Keele Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,MOTHE01,2599 Major Mackenzie Drive,,Maple,Vaughan
635377.4614,4888871.2514,370,184471,Mount Albert Children's Academy,York Professional Care & Education Inc.,Child Care Centre,L0G 1M0,(905) 473-1106,,Mount Albert Rd. & Hwy 48,Centre Based Child Care,Yes,Yes,MOUNT02,19299 Centre Street,,Mount Albert,East Gwillimbury
639869.125,4862551.5,371,57414,Mount Joy YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L6E 1X1,(905) 943-9587,,Ninth Line & Bur Oak Avenue,Centre Based Child Care,Yes,Yes,MOUNT07,281 Williamson Road,,Markham,Markham
641514.751,4870792.5,372,129695,My First School Daycare Inc.,My First School Daycare Inc.,Child Care Centre,L4A 4Y9,(905) 640-0676,,Main Street & Montreal Street,Centre Based Child Care,Yes,Yes,MY FI01,94 Montreal Street,,Stouffville,Whitchurch-Stouffville
625194.729,4851873.198,373,154298,Netivot HaTorah Day School,Netivot HaTorah Day School,Child Care Centre,L4J 8C8,(905) 771-1234 ,Ext.255,Bathurst and Clark,Centre Based Child Care,Yes,Yes,NETIV01,18 Atkinson Avenue,,Thornhill,Vaughan
623438.9328,4878997.9445,374,120710,Newmarket Co-Operative Nursery School,"Newmarket Co-Operative Nursery School, Inc.",Child Care Centre,L3Y 1V9,(289) 231-8300,,Main Street & Park Avenue,Nursery School Child Care,Yes,Yes,NEWMA08,443 Park Avenue,,Newmarket,Newmarket
623664.314,4873651.0,375,246635,Newpark Children's Centre,Newpark Children's Centre,Child Care Centre,L4G 4C4,(905) 727-8859,,Bayview Avenue & Wellington Street,Centre Based Child Care,Yes,Yes,NEWPA01,81 Industrial Parkway North ,Unit 2,Aurora,Aurora
623999.7344,4867285.1395,376,352338,Newstead Academy,Newstead Education Group Corp.,Child Care Centre,L4E 3S8,(289) 234-8886,,King Road and Yonge Street,Centre Based Child Care,Yes,Yes,NEWST02,13085 Yonge Street ,Unit 12 & 22,Richmond Hill,Richmond Hill
623895.75,4850577.25,377,249928,Yorkview Daycare Ltd.,Yorkview Daycare Ltd.,Child Care Centre,L4J 6N3,(905) 738-5462,,Clark Avenue & New Westminster Drive,Centre Based Child Care,Yes,Yes,YORKV02,3 Coulter's Mill Gate,,Thornhill,Vaughan
624795.594,4862341.5,378,85848,Noah's Ark Childcare and Nursery,St. Mary and St. Joseph Daycare Nursery,Child Care Centre,L4S 1K9,(416) 800-5577 ,Ext.2,Yonge Street & Nottingham Dr,Centre Based Child Care,Yes,Yes,NOAH 02,11308 Yonge Street,,Richmond Hill,Richmond Hill
608275.334,4862825.3545,379,230458,Nobleton Sr. Child Care,605061 Ontario Ltd,Child Care Centre,L0G 1N0,(905) 859-8479,,Highway 27 & King Road,Centre Based Child Care,Yes,Yes,NOBLE04,13375 Highway 27,,Nobleton,King
630700.1324,4861020.957,380,364086,EarlyON Nokiidaa Public School,,EarlyON Program,L6C 0J4,(289) 612-1777,,,Centre Based Child Care,No,No,EARL137,45 Murison Drive,,Markham,Markham
625387.0808,4850835.1423,381,245324,Upper Canada Child Care at Blessed Scalabrini CES,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4J 3B6,(905) 889-5270,,Clark Avenue /Bathurst,Centre Based Child Care,Yes,Yes,UPPER31,290 Yorkhill Boulevard,,Thornhill,Vaughan
621963.531,4855119.5,382,155687,Autumn Hill Academy,Academic Holding Inc.,Child Care Centre,L4K 5M4,(905) 417-9779,,Dufferin Street & Rutherford Road,Centre Based Child Care,No,Yes,AUTUM02,9050 Dufferin Street,,Concord,Vaughan
623946.0297,4874785.0792,383,213658,Northern Lights Kids Club,York Professional Care & Education Inc.,Child Care Centre,L4G 7S6,(905) 503-0260,,Bayview Ave/Pedersen Drive,Centre Based Child Care,Yes,Yes,NORTH14,40 Bridgenorth Drive,,Aurora,Aurora
622520.7374,4854459.1034,384,360182,Upper Canada Child Care at North Thornhill CC,Upper Canada Creative Child Care Centres of Ontari,Child Care Centre,L4J 9B3,(905) 597-1180,,Dufferin Avenue/Rutherford,Centre Based Child Care,Yes,Yes,UPPER32,300 Pleasant Ridge Avenue,,Vaughan,Vaughan
626449.5898,4852632.7779,385,159487,Northwood Montessori-Centre St Campus,A Right to Learn Inc.,Child Care Centre,L4J 1E9,(905) 889-9297,,Yonge Street & Centre Street,Centre Based Child Care,Yes,Yes,NORTH17,86 Centre Street,,Thornhill,Vaughan
625301.769,4877452.0888,386,171998,Notre Dame Before & After School Program,York Child Development and Family Services Inc.,Child Care Centre,L3X 1L4,(905) 960-6043,,Leslie Street/Ivsbridge Blvd,Centre Based Child Care,Yes,Yes,NOTRE13,715 Kingsmere Avenue,,Newmarket,Newmarket
619456.594,4856949.0,387,133026,NUF House North INC.,NUF House North INC.,Child Care Centre,L6A 1G3,(905) 303-3202,,Keele Street & Major Mackenzie Drive,Centre Based Child Care,Yes,Yes,NUF H06,10040 Keele Street ,Unit 4,Maple,Vaughan
622470.9256,4849896.7103,388,169125,NUF House Academy,1626269 Ontario Inc.,Child Care Centre,L4K 1T7,(905) 738-3917,,Steeles St. & Dufferin St.,Centre Based Child Care,Yes,Yes,NUF H08,80 Glen Shields Avenue ,"Unit 10; 12",Concord,Vaughan
622900.938,4867682.501,389,75812,Oak Ridges Before and After School Program,YMCA of Greater Toronto,Child Care Centre,L4E 2P7,(416) 953-4658,,Yonge Street & Bloomington Road,Centre Based Child Care,Yes,Yes,OAK R02,160 Coons Road,,Richmond Hill,Richmond Hill
611176.813,4853749.25,390,232863,ON Y va Sonoma Heights Community Park,,Child Care Centre,L4H 1T9,,,,Centre Based Child Care,No,No,ON Y 03,100 Sunset Ridge,,"Woodbridge, Ontario",Vaughan
625494.625,4859669.25,391,99517,Open Arms Preschool,ROSI Educational Services Inc.,Child Care Centre,L4C 2N9,(905) 508-1000,,Yonge Street & Crosby Avenue,Centre Based Child Care,Yes,Yes,OPEN 01,21 Bedford Park Avenue,,Richmond Hill,Richmond Hill
639356.851,4868861.588,392,336998,Oscar Peterson YMCA Child Care,YMCA of Greater Toronto,Child Care Centre,L4A 0E7,(905) 640-7632,,Highway 48 & Hoover Park Drive,Centre Based Child Care,Yes,Yes,OSCAR01,850 Hoover Park Drive,,Stouffville,Whitchurch-Stouffville
612538.598,4851927.8319,393,224529,Our Lady of Fatima Child Care Centre,Social Enterprise for Canada,Child Care Centre,L4L 7G3,(289) 383-6854,,Rutherford St & Islington Ave,Centre Based Child Care,Yes,Yes,OUR L16,191 Crofters Road,,Woodbridge,Vaughan
623445.2164,4874281.619,394,349033,Aurora Children's Centre,,Child Care Centre,L4G 4C4,(905) 841-3422 ,Ext.104,Yonge Street & Bayview Avenue,Centre Based Child Care,Yes,Yes,AUROR05,185 Industrial Parkway North,,Aurora,Aurora
624480.656,4867841.999,395,75273,Our Lady of the Annunciation Child Care Centre,Our Lady of the Annunciation Child Care Centre,Child Care Centre,L4E 2L3,(905) 773-3283,,Yonge Street & Ashfield Drive,Centre Based Child Care,Yes,Yes,OUR L03,30 Bayswater Avenue,,Richmond Hill,Richmond Hill
622217.8313,4850065.1104,396,175937,Our Lady of the Rosary School Age Program,St. Joseph The Worker Child Care Centre Inc.,Child Care Centre,L4K 2E5,(905) 660-3527,,Dufferin Street & Centre Street,Centre Based Child Care,Yes,Yes,OUR L17,206 Glen Shields Avenue,,Concord,Vaughan
622278.8333,4867940.6042,397,74986,Our Lady of Hope Before & After School Program,Our Lady of the Annunciation Child Care Centre,Child Care Centre,L4E 4B8,(905) 773-4932,,Bathurst Street & Bloomington Road,Centre Based Child Care,Yes,Yes,OUR L06,80 Red Cardinal Trail,,Richmond Hill,Richmond Hill
621642.6344,4873145.186,398,187822,Our Lady of Grace Child Care Centre,Among Friends Day Care Centre,Child Care Centre,L4G 6C4,(905) 552-0610 ,Ext.3,Bathurst Street & Wellington Street,Centre Based Child Care,Yes,Yes,OUR L14,120 Aurora Heights Drive,,Aurora,Aurora
624192.4792,4883605.2926,399,406634,Our Lady of Good Counsel Children's Academy,York Professional Care & Education Inc.,Child Care Centre,L9N 0P6,(905) 478-1414,,Green lane and Leslie Street,Centre Based Child Care,Yes,Yes,OUR L21,801 Murrell Boulevard,,East Gwillimbury,East Gwillimbury
616841.219,4850813.5,400,263684,Over The Rainbow Children's Centre,"Over The Rainbow, Children's Centre Inc.",Child Care Centre,L4L 8G6,(905) 850-3553 ,Ext.228,Langstaff Road & Weston Road,Centre Based Child Care,Yes,Yes,OVER 02,285 Jevlan Drive ,Unit 2,Vaughan,Vaughan
639505.167,4861576.1231,401,12050,Little Readers Academy,2012280 Ontario Inc.,Child Care Centre,L6E 1A1,(905) 201-2700,,16th Avenue & Markham Road,Centre Based Child Care,No,Yes,LITTL17,2-9275 Markham Road,,Markham,Markham
640067.906,4868907.5,402,144908,Oxford Learning - Stouffville,2190581 Ontario Inc.,Child Care Centre,L4A 1H6,(905) 640-1020,,Ninth Line/Hoover Park,Centre Based Child Care,Yes,Yes,OXFOR08,11873 Ninth Line,,Stouffville,Whitchurch-Stouffville
638377.0186,4860015.2993,403,11844,Pals,605061 Ontario Ltd,Child Care Centre,L3P 7M8,(905) 552-0610 ,Ext.3,16th Avenue & McCowan Road,Centre Based Child Care,Yes,Yes,PALS 02,11 Cairns Avenue,,Markham,Markham
619435.739,4885223.9033,404,218581,Park Avenue Kids Club,York Professional Care & Education Inc.,Child Care Centre,L9N 1H5,(905) 836-8916,,Holland Landing Rd & Oriole Rd,Centre Based Child Care,Yes,Yes,PARK 03,36 Sunrise Street,,East Gwillimbury,East Gwillimbury
639908.875,4855567.0,405,51995,Parkland Child Care Centre,Family Day Care Services,Child Care Centre,L3S 3B8,(905) 472-9685,,Markham Road & Denison Road,Centre Based Child Care,Yes,Yes,PARKL01,18 Coxworth Avenue,,Markham,Markham
635454.6575,4858491.6893,406,24856,Parkview YMCA School Age,YMCA of Greater Toronto,Child Care Centre,L3R 1V6,(289) 338-8200,,Fred Varley Drive & Fonthill Boulevard,Centre Based Child Care,Yes,Yes,PARKV02,22 Fonthill Boulevard,,Markham,Markham
633079.3056,4858158.0212,407,54143,Pastimes,605061 Ontario Ltd,Child Care Centre,L3R 7W8,(905) 479-0166,,16th Avenue & Warden Avenue,Centre Based Child Care,Yes,Yes,PASTI02,60 Coledale Road,,Unionville,Markham
621677.6902,4878494.0535,408,205637,BrightPath Newmarket Childcare Centre,Brightpath Kids Corp.,Child Care Centre,L3Y 7R8,(905) 853-6662,,Davis and Yonge,Centre Based Child Care,Yes,Yes,BRIGH05,"17310 Yonge Street, ",Unit 3,Newmarket,Newmarket
620429.4047,4854905.2805,409,419983,Brightpath Rutherford,Brightpath Kids Corp.,Child Care Centre,L4K 5T6,(905) 417-9440,,Keele Street & Rutherford Road,Centre Based Child Care,Yes,Yes,BRIGH03,2077 Rutherford Road,,Vaughan,Vaughan
615637.688,4848665.5,410,169829,Brightpath Trowers,Brightpath Kids Corp.,Child Care Centre,L4L 7K5,(905) 264-1255,,Hwy 7 and Whitmore Rd.,Centre Based Child Care,Yes,Yes,BRIGH04,90 Trowers Road,,Vaughan,Vaughan
623176.6714,4873723.1917,411,128973,PEL Petit Bateau - Aurora,Preschool Petit Bateau Inc.,Child Care Centre,L4G 3K4,(905) 717-6736,,Yonge Street & Wellington Street,Centre Based Child Care,Yes,Yes,PEL P01,90 Walton Drive,,Aurora,Aurora
631464.031,4857776.5,412,44890,Peoples Christian Academy Early Learning Centre,Peoples Christian Academy (PCA) Inc.,Child Care Centre,L3R 6G3,(416) 733-2010 ,Ext.110,Woodbine Avenue & 16th Avenue,Centre Based Child Care,No,No,PEOPL05,245 Renfrew Drive,,Markham,Markham
620442.8615,4880474.5175,413,377954,Phoebe Gilman School Age Program,Denison Child Care,Child Care Centre,L9N 0C1,(905) 715-8251,,Green Lane & Woodspring Avenue,Centre Based Child Care,Yes,Yes,PHOEB01,145 Harvest Hills Boulevard,,East Gwillimbury,East Gwillimbury
